full_label	tag	aux_document	local_label
descent-lemma-reduced-local-smooth	034E	descent	lemma-reduced-local-smooth
descent-lemma-regular-local-ring-local	0AH7	descent	lemma-regular-local-ring-local
descent-lemma-regular-local-smooth	036D	descent	lemma-regular-local-smooth
descent-lemma-Rk-local-smooth	036C	descent	lemma-Rk-local-smooth
descent-lemma-sheaf-condition-holds	03DT	descent	lemma-sheaf-condition-holds
descent-lemma-Sk-local-syntomic	036A	descent	lemma-Sk-local-syntomic
descent-lemma-syntomic-smooth-etale-permanence	02KM	descent	lemma-syntomic-smooth-etale-permanence
descent-proposition-equivalence-quasi-coherent-functorial	03LC	descent	proposition-equivalence-quasi-coherent-functorial
descent-proposition-fpqc-descent-quasi-coherent	023T	descent	proposition-fpqc-descent-quasi-coherent
descent-remark-change-topologies-ringed	070R	descent	remark-change-topologies-ringed
descent-section-quasi-coherent-cohomology	0GN8	descent	section-quasi-coherent-cohomology
descent-section-quasi-coherent-sheaves	03DR	descent	section-quasi-coherent-sheaves
descent-section-quasi-coherent-sheaves-bis	0GN9	descent	section-quasi-coherent-sheaves-bis
duality-lemma-gorenstein-local-syntomic	0C01	duality	lemma-gorenstein-local-syntomic
dualizing-lemma-flat-under-gorenstein	0BJL	dualizing	lemma-flat-under-gorenstein
etale-cohomology-lemma-describe-etale-local-ring	04HX	etale-cohomology	lemma-describe-etale-local-ring
etale-cohomology-lemma-describe-pullback	09XN	etale-cohomology	lemma-describe-pullback
etale-cohomology-lemma-faithful	04LW	etale-cohomology	lemma-faithful
etale-cohomology-lemma-morphism-locally-ringed	04I5	etale-cohomology	lemma-morphism-locally-ringed
etale-cohomology-lemma-points-small-etale-site	04HU	etale-cohomology	lemma-points-small-etale-site
etale-cohomology-lemma-stalk-exact	03PT	etale-cohomology	lemma-stalk-exact
etale-cohomology-remark-stalk-pullback	04JN	etale-cohomology	remark-stalk-pullback
etale-cohomology-section-stalks	03PN	etale-cohomology	section-stalks
etale-cohomology-section-stalks-structure-sheaf	04HW	etale-cohomology	section-stalks-structure-sheaf
etale-cohomology-theorem-equivalence-sheaves-point	03QT	etale-cohomology	theorem-equivalence-sheaves-point
etale-cohomology-theorem-exactness-stalks	03PU	etale-cohomology	theorem-exactness-stalks
etale-cohomology-theorem-fully-faithful	04I7	etale-cohomology	theorem-fully-faithful
etale-lemma-characterize-closed-immersion	04XV	etale	lemma-characterize-closed-immersion
groupoids-definition-groupoid-module	03LI	groupoids	definition-groupoid-module
groupoids-definition-invariant-open	03BC	groupoids	definition-invariant-open
groupoids-definition-principal-homogeneous-space	049A	groupoids	definition-principal-homogeneous-space
groupoids-definition-restrict-groupoid	02VC	groupoids	definition-restrict-groupoid
groupoids-lemma-colimit-kappa	077U	groupoids	lemma-colimit-kappa
groupoids-lemma-equivalence-groupoid	0233	groupoids	lemma-equivalence-groupoid
groupoids-lemma-find-invariant-affine	03JE	groupoids	lemma-find-invariant-affine
groupoids-lemma-free-action	07S2	groupoids	lemma-free-action
groupoids-lemma-set-of-iso-classes	077T	groupoids	lemma-set-of-iso-classes
groupoids-proposition-finite-flat-equivalence	03BM	groupoids	proposition-finite-flat-equivalence
injectives-lemma-grothendieck-brown	07D7	injectives	lemma-grothendieck-brown
injectives-lemma-grothendieck-products	07D8	injectives	lemma-grothendieck-products
injectives-section-grothendieck-conditions	079A	injectives	section-grothendieck-conditions
injectives-theorem-injective-embedding-grothendieck	079H	injectives	theorem-injective-embedding-grothendieck
modules-lemma-support-section-closed	01AU	modules	lemma-support-section-closed
more-algebra-lemma-dimension-etale-extension	07QP	more-algebra	lemma-dimension-etale-extension
more-algebra-lemma-geometrically-unibranch	06DM	more-algebra	lemma-geometrically-unibranch
more-algebra-lemma-henselization-CM	06LM	more-algebra	lemma-henselization-CM
more-algebra-lemma-henselization-depth	06LL	more-algebra	lemma-henselization-depth
more-algebra-lemma-henselization-dimension	06LK	more-algebra	lemma-henselization-dimension
more-algebra-lemma-henselization-noetherian	06LJ	more-algebra	lemma-henselization-noetherian
more-algebra-lemma-henselization-normal	06DI	more-algebra	lemma-henselization-normal
more-algebra-lemma-henselization-reduced	06DH	more-algebra	lemma-henselization-reduced
more-algebra-lemma-henselization-regular	06LN	more-algebra	lemma-henselization-regular
more-algebra-lemma-Noetherian-etale-extension	0AGZ	more-algebra	lemma-Noetherian-etale-extension
more-algebra-lemma-regular-etale-extension	0AH0	more-algebra	lemma-regular-etale-extension
more-groupoids-lemma-ind-quasi-affine	0APK	more-groupoids	lemma-ind-quasi-affine
more-groupoids-lemma-property-invariant	03JC	more-groupoids	lemma-property-invariant
more-morphisms-lemma-etale-separated-ind-quasi-affine	0AP9	more-morphisms	lemma-etale-separated-ind-quasi-affine
more-morphisms-lemma-nr-branches	0CB4	more-morphisms	lemma-nr-branches
more-morphisms-lemma-separated-locally-quasi-finite-morphisms-fppf-descend	02W8	more-morphisms	lemma-separated-locally-quasi-finite-morphisms-fppf-descend
morphisms-lemma-base-change-etale	02GO	morphisms	lemma-base-change-etale
morphisms-lemma-closed-immersion	01QO	morphisms	lemma-closed-immersion
morphisms-lemma-composition-etale	02GN	morphisms	lemma-composition-etale
morphisms-lemma-composition-surjective	01S0	morphisms	lemma-composition-surjective
morphisms-lemma-etale-flat	02GS	morphisms	lemma-etale-flat
morphisms-lemma-etale-locally-quasi-finite	03WS	morphisms	lemma-etale-locally-quasi-finite
morphisms-lemma-etale-open	03WT	morphisms	lemma-etale-open
morphisms-lemma-etale-over-field	02GL	morphisms	lemma-etale-over-field
morphisms-lemma-etale-permanence	02GW	morphisms	lemma-etale-permanence
morphisms-lemma-finite-type-noetherian	01T6	morphisms	lemma-finite-type-noetherian
morphisms-lemma-generalizations-lift-flat	03HV	morphisms	lemma-generalizations-lift-flat
morphisms-lemma-generically-finite	02NW	morphisms	lemma-generically-finite
morphisms-lemma-image-proper-scheme-closed	01W6	morphisms	lemma-image-proper-scheme-closed
morphisms-lemma-immersion-locally-quasi-finite	01TN	morphisms	lemma-immersion-locally-quasi-finite
morphisms-lemma-inverse-image-constructible	054I	morphisms	lemma-inverse-image-constructible
morphisms-lemma-quasi-finite	02NH	morphisms	lemma-quasi-finite
morphisms-lemma-quasi-finite-locally-quasi-compact	01TJ	morphisms	lemma-quasi-finite-locally-quasi-compact
morphisms-theorem-chevalley	054K	morphisms	theorem-chevalley
properties-definition-unibranch	0BQ2	properties	definition-unibranch
properties-lemma-ample-finite-set-in-affine	01ZY	properties	lemma-ample-finite-set-in-affine
properties-lemma-characterize-reduced	01OL	properties	lemma-characterize-reduced
properties-lemma-characterize-regular	02IT	properties	lemma-characterize-regular
properties-lemma-dimension	04MU	properties	lemma-dimension
properties-lemma-generic-point	0BA9	properties	lemma-generic-point
properties-lemma-locally-constructible	054C	properties	lemma-locally-constructible
properties-lemma-locally-Noetherian-quasi-separated	01OY	properties	lemma-locally-Noetherian-quasi-separated
properties-lemma-locally-projective-pullback	060M	properties	lemma-locally-projective-pullback
properties-lemma-maximal-points-affine	01ZV	properties	lemma-maximal-points-affine
properties-lemma-Noetherian-topology	01OZ	properties	lemma-Noetherian-topology
properties-lemma-regular-normal	0569	properties	lemma-regular-normal
properties-proposition-coherator	077P	properties	proposition-coherator
properties-section-locally-projective	05JN	properties	section-locally-projective
schemes-lemma-affine-covering-fibre-product	01JS	schemes	lemma-affine-covering-fibre-product
schemes-lemma-base-change-immersion	01JY	schemes	lemma-base-change-immersion
schemes-lemma-characterize-points	01J9	schemes	lemma-characterize-points
schemes-lemma-compose-after-separated	01KV	schemes	lemma-compose-after-separated
schemes-lemma-glue-functors	01JJ	schemes	lemma-glue-functors
schemes-lemma-immersions-monomorphisms	01L7	schemes	lemma-immersions-monomorphisms
schemes-lemma-map-into-reduction	0356	schemes	lemma-map-into-reduction
schemes-lemma-mono-towards-spec-field	03DP	schemes	lemma-mono-towards-spec-field
schemes-lemma-morphism-into-affine	01I1	schemes	lemma-morphism-into-affine
schemes-lemma-quasi-compact-affine	01K4	schemes	lemma-quasi-compact-affine
schemes-lemma-quasi-compact-permanence	03GI	schemes	lemma-quasi-compact-permanence
schemes-lemma-scheme-sober	01IS	schemes	lemma-scheme-sober
schemes-lemma-separated-permanence	01KU	schemes	lemma-separated-permanence
schemes-section-fibre-products	01JO	schemes	section-fibre-products
schemes-section-points	01J5	schemes	section-points
schemes-section-quasi-coherent	01LA	schemes	section-quasi-coherent
sets-lemma-coverings-site	000X	sets	lemma-coverings-site
sheaves-definition-f-map	008J	sheaves	definition-f-map
sheaves-lemma-stalk-pullback-modules	0098	sheaves	lemma-stalk-pullback-modules
sites-cohomology-lemma-cohomology-of-open	03F3	sites-cohomology	lemma-cohomology-of-open
sites-definition-composition-morphisms-sites	03CC	sites	definition-composition-morphisms-sites
sites-definition-localize	00Y0	sites	definition-localize
sites-definition-morphism-sites	00X1	sites	definition-morphism-sites
sites-definition-point	00Y5	sites	definition-point
sites-definition-special-cocontinuous-functor	03CG	sites	definition-special-cocontinuous-functor
sites-equation-stalk	04EH	sites	equation-stalk
sites-example-singleton-sheaf	00W3	sites	example-singleton-sheaf
sites-example-site-topological	00VJ	sites	example-site-topological
sites-lemma-cocontinuous-morphism-topoi	00XO	sites	lemma-cocontinuous-morphism-topoi
sites-lemma-composition-cocontinuous	03L5	sites	lemma-composition-cocontinuous
sites-lemma-describe-j-shriek-representable	03HU	sites	lemma-describe-j-shriek-representable
sites-lemma-equivalence	03A0	sites	lemma-equivalence
sites-lemma-essential-image-j-shriek	00Y1	sites	lemma-essential-image-j-shriek
sites-lemma-glue-sheaves-absolute	0GWK	sites	lemma-glue-sheaves-absolute
sites-lemma-localize-given-products	03CE	sites	lemma-localize-given-products
sites-lemma-localize-morphism	03CF	sites	lemma-localize-morphism
sites-lemma-point-localize	04H2	sites	lemma-point-localize
sites-lemma-point-morphism-sites	05V1	sites	lemma-point-morphism-sites
sites-lemma-point-site-topos	00YA	sites	lemma-point-site-topos
sites-lemma-points-recover	00Y6	sites	lemma-points-recover
sites-lemma-pullback-representable-sheaf	04D3	sites	lemma-pullback-representable-sheaf
sites-lemma-relocalize-morphism	04IN	sites	lemma-relocalize-morphism
sites-lemma-sheaf-coequalizer-representable	00WS	sites	lemma-sheaf-coequalizer-representable
sites-lemma-when-shriek	00XR	sites	lemma-when-shriek
sites-modules-definition-2-morphism-ringed-topoi	04IC	sites-modules	definition-2-morphism-ringed-topoi
sites-modules-definition-flat	03ER	sites-modules	definition-flat
sites-modules-definition-global	03DE	sites-modules	definition-global
sites-modules-definition-localize-ringed-site	04IX	sites-modules	definition-localize-ringed-site
sites-modules-definition-locally-ringed	04EU	sites-modules	definition-locally-ringed
sites-modules-definition-morphism-locally-ringed-topoi	04HA	sites-modules	definition-morphism-locally-ringed-topoi
sites-modules-definition-pushforward	03D6	sites-modules	definition-pushforward
sites-modules-definition-site-local	03DL	sites-modules	definition-site-local
sites-modules-lemma-flat-pullback-exact	04JC	sites-modules	lemma-flat-pullback-exact
sites-modules-lemma-global-pullback	03DF	sites-modules	lemma-global-pullback
sites-modules-lemma-internal-hom-restriction	0E8H	sites-modules	lemma-internal-hom-restriction
sites-modules-lemma-limits-colimits	03DB	sites-modules	lemma-limits-colimits
sites-modules-lemma-local-final-object	03DN	sites-modules	lemma-local-final-object
sites-modules-lemma-local-pullback	03DO	sites-modules	lemma-local-pullback
sites-modules-lemma-localize-compare	04J3	sites-modules	lemma-localize-compare
sites-modules-lemma-locally-ringed-morphism	04H9	sites-modules	lemma-locally-ringed-morphism
sites-modules-lemma-locally-ringed-stalk	04ET	sites-modules	lemma-locally-ringed-stalk
sites-modules-lemma-pullback-flat	05VD	sites-modules	lemma-pullback-flat
sites-modules-lemma-relocalize-morphism-compare	04J9	sites-modules	lemma-relocalize-morphism-compare
sites-modules-lemma-relocalize-morphism-ringed-sites	04J1	sites-modules	lemma-relocalize-morphism-ringed-sites
sites-modules-lemma-relocalize-morphism-ringed-topoi	04J8	sites-modules	lemma-relocalize-morphism-ringed-topoi
sites-modules-lemma-ringed-stalk-not-zero	05D8	sites-modules	lemma-ringed-stalk-not-zero
sites-modules-lemma-special-locally-free	03DM	sites-modules	lemma-special-locally-free
sites-modules-section-global	03DD	sites-modules	section-global
sites-modules-section-local	03DK	sites-modules	section-local
sites-modules-section-localize	03DH	sites-modules	section-localize
sites-modules-section-stalks	04EM	sites-modules	section-stalks
sites-proposition-get-morphism	00X6	sites	proposition-get-morphism
sites-proposition-point-limits	00YC	sites	proposition-point-limits
sites-section-continuous-functors	00WU	sites	section-continuous-functors
sites-section-functoriality-PSh	00VC	sites	section-functoriality-PSh
sites-section-glueing-sheaves	04TP	sites	section-glueing-sheaves
sites-section-localize	00XZ	sites	section-localize
spaces-definition-base-change	03I5	spaces	definition-base-change
spaces-definition-immersion	02YU	spaces	definition-immersion
spaces-definition-presentation	0263	spaces	definition-presentation
spaces-definition-relative-representable-property	025V	spaces	definition-relative-representable-property
spaces-definition-separated	02X5	spaces	definition-separated
spaces-definition-small-Zariski-site	02YZ	spaces	definition-small-Zariski-site
spaces-definition-Zariski-open-covering	02YY	spaces	definition-Zariski-open-covering
spaces-example-affine-line-translation	02Z7	spaces	example-affine-line-translation
spaces-example-infinite-product	02Z8	spaces	example-infinite-product
spaces-example-non-representable-descent	03FN	spaces	example-non-representable-descent
spaces-lemma-base-change-immersions	02YW	spaces	lemma-base-change-immersions
spaces-lemma-base-change-representable-transformations-property	02WL	spaces	lemma-base-change-representable-transformations-property
spaces-lemma-category-of-spaces-over-smaller-base-scheme	04SG	spaces	lemma-category-of-spaces-over-smaller-base-scheme
spaces-lemma-composition-representable-transformations-property	02WK	spaces	lemma-composition-representable-transformations-property
spaces-lemma-descent-representable-transformations-property	03KD	spaces	lemma-descent-representable-transformations-property
spaces-lemma-finding-opens	02WU	spaces	lemma-finding-opens
spaces-lemma-lift-morphism-presentations	02X1	spaces	lemma-lift-morphism-presentations
spaces-lemma-morphism-schemes-gives-representable-transformation-property	02WJ	spaces	lemma-morphism-schemes-gives-representable-transformation-property
spaces-lemma-morphism-sheaves-with-P-effective-descent-etale	03I2	spaces	lemma-morphism-sheaves-with-P-effective-descent-etale
spaces-lemma-product-representable-transformations-property	02WM	spaces	lemma-product-representable-transformations-property
spaces-lemma-properties-diagonal	02X4	spaces	lemma-properties-diagonal
spaces-lemma-quotient	02Z2	spaces	lemma-quotient
spaces-lemma-representable-morphisms-spaces-property	02WZ	spaces	lemma-representable-morphisms-spaces-property
spaces-lemma-representable-over-space	02WY	spaces	lemma-representable-over-space
spaces-lemma-representable-transformations-property-implication	02YO	spaces	lemma-representable-transformations-property-implication
spaces-lemma-space-presentation	0262	spaces	lemma-space-presentation
spaces-morphisms-lemma-finite-presentation-noetherian	04ZL	spaces-morphisms	lemma-finite-presentation-noetherian
spaces-morphisms-section-etale	03XS	spaces-morphisms	section-etale
spaces-morphisms-section-pushforward	03M7	spaces-morphisms	section-pushforward
spaces-morphisms-section-separation-axioms	03HJ	spaces-morphisms	section-separation-axioms
spaces-section-change-base-scheme	03I3	spaces	section-change-base-scheme
spaces-section-introduction	025S	spaces	section-introduction
spaces-section-lists	02WE	spaces	section-lists
spaces-section-Zariski	02YT	spaces	section-Zariski
spaces-theorem-presentation	02WW	spaces	theorem-presentation
topologies-definition-big-small-etale	021B	topologies	definition-big-small-etale
topologies-definition-sheaf-property-fpqc	022G	topologies	definition-sheaf-property-fpqc
topologies-definition-standard-etale	0219	topologies	definition-standard-etale
topologies-lemma-affine-big-site-etale	021E	topologies	lemma-affine-big-site-etale
topologies-lemma-characterize-sheaf-big-etale	021K	topologies	lemma-characterize-sheaf-big-etale
topologies-lemma-sheaf-property-fpqc	022H	topologies	lemma-sheaf-property-fpqc
topology-definition-generic-point	004X	topology	definition-generic-point
topology-definition-locally-quasi-compact	0068	topology	definition-locally-quasi-compact
topology-definition-spectral-space	08YG	topology	definition-spectral-space
topology-lemma-image-Noetherian	04Z8	topology	lemma-image-Noetherian
topology-lemma-open-morphism-quotient-topology	02YB	topology	lemma-open-morphism-quotient-topology
topology-lemma-quasi-compact-locally-Noetherian-Noetherian	04ZB	topology	lemma-quasi-compact-locally-Noetherian-Noetherian
topology-lemma-quotient	08ZK	topology	lemma-quotient
topology-lemma-quotient-kolmogorov	06NA	topology	lemma-quotient-kolmogorov
topology-lemma-sober-local	06N9	topology	lemma-sober-local
