full_label	tag	aux_document	local_label
etale-cohomology-lemma-stalk-pushforward-closed-immersion	04FX	etale-cohomology	lemma-stalk-pushforward-closed-immersion
etale-cohomology-proposition-closed-immersion-pushforward	04CA	etale-cohomology	proposition-closed-immersion-pushforward
etale-cohomology-proposition-integral-universally-injective-pushforward	04FZ	etale-cohomology	proposition-integral-universally-injective-pushforward
etale-lemma-characterize-closed-immersion	04XV	etale	lemma-characterize-closed-immersion
etale-theorem-etale-radicial-open	025G	etale	theorem-etale-radicial-open
examples-section-specializations-fibre-etale	06UJ	examples	section-specializations-fibre-etale
flat-lemma-flat-up-down-henselization	05VL	flat	lemma-flat-up-down-henselization
groupoids-lemma-criterion-fibre-product	07S3	groupoids	lemma-criterion-fibre-product
groupoids-proposition-finite-flat-equivalence	03BM	groupoids	proposition-finite-flat-equivalence
modules-lemma-i-star-right-adjoint	01AZ	modules	lemma-i-star-right-adjoint
more-algebra-definition-extension-valuation-rings	0ASG	more-algebra	definition-extension-valuation-rings
more-algebra-lemma-dumb-properties-henselization	07QM	more-algebra	lemma-dumb-properties-henselization
more-algebra-lemma-valuation-ring-torsion-free-flat	0539	more-algebra	lemma-valuation-ring-torsion-free-flat
more-groupoids-lemma-quasi-finite-over-base-j-proper	03X5	more-groupoids	lemma-quasi-finite-over-base-j-proper
more-morphisms-lemma-characterize-finite	02LS	more-morphisms	lemma-characterize-finite
more-morphisms-lemma-finite-type-separated	03GW	more-morphisms	lemma-finite-type-separated
more-morphisms-lemma-flat-locus-base-change	047C	more-morphisms	lemma-flat-locus-base-change
more-morphisms-lemma-go-down-with-annihilators	082V	more-morphisms	lemma-go-down-with-annihilators
more-morphisms-lemma-integral-closure-smooth-pullback	081K	more-morphisms	lemma-integral-closure-smooth-pullback
more-morphisms-lemma-normalization-and-smooth	07TD	more-morphisms	lemma-normalization-and-smooth
more-morphisms-lemma-pushout-along-closed-immersions	0B7M	more-morphisms	lemma-pushout-along-closed-immersions
more-morphisms-lemma-pushout-along-closed-immersions-properties-above	0CYY	more-morphisms	lemma-pushout-along-closed-immersions-properties-above
more-morphisms-lemma-quasi-finite-separated-quasi-affine	02LR	more-morphisms	lemma-quasi-finite-separated-quasi-affine
more-morphisms-lemma-separated-locally-quasi-finite-morphisms-fppf-descend	02W8	more-morphisms	lemma-separated-locally-quasi-finite-morphisms-fppf-descend
morphisms-definition-affine	01S6	morphisms	definition-affine
morphisms-definition-flat	01U3	morphisms	definition-flat
morphisms-definition-integral	01WH	morphisms	definition-integral
morphisms-definition-normalization	035N	morphisms	definition-normalization
morphisms-definition-quasi-affine	01SK	morphisms	definition-quasi-affine
morphisms-definition-rational-function	01RT	morphisms	definition-rational-function
morphisms-definition-scheme-theoretic-support	05JV	morphisms	definition-scheme-theoretic-support
morphisms-definition-scheme-theoretically-dense	01RB	morphisms	definition-scheme-theoretically-dense
morphisms-definition-unramified	02G4	morphisms	definition-unramified
morphisms-example-thibaut	01QW	morphisms	example-thibaut
morphisms-lemma-affine-equivalence-algebras	01SA	morphisms	lemma-affine-equivalence-algebras
morphisms-lemma-base-change-affine	01SD	morphisms	lemma-base-change-affine
morphisms-lemma-base-change-finite	01WL	morphisms	lemma-base-change-finite
morphisms-lemma-base-change-finite-locally-free	02KD	morphisms	lemma-base-change-finite-locally-free
morphisms-lemma-base-change-finite-presentation	01TS	morphisms	lemma-base-change-finite-presentation
morphisms-lemma-base-change-finite-type	01T4	morphisms	lemma-base-change-finite-type
morphisms-lemma-base-change-flat	01U9	morphisms	lemma-base-change-flat
morphisms-lemma-base-change-quasi-affine	01SO	morphisms	lemma-base-change-quasi-affine
morphisms-lemma-base-change-quasi-finite	01TM	morphisms	lemma-base-change-quasi-finite
morphisms-lemma-base-change-smooth	01VB	morphisms	lemma-base-change-smooth
morphisms-lemma-base-change-syntomic	01UI	morphisms	lemma-base-change-syntomic
morphisms-lemma-base-change-universal-homeomorphism	0CEU	morphisms	lemma-base-change-universal-homeomorphism
morphisms-lemma-base-change-universally-bounded	03J7	morphisms	lemma-base-change-universally-bounded
morphisms-lemma-base-change-unramified	02GA	morphisms	lemma-base-change-unramified
morphisms-lemma-characterize-quasi-affine	01SM	morphisms	lemma-characterize-quasi-affine
morphisms-lemma-characterize-scheme-theoretically-dense	01RE	morphisms	lemma-characterize-scheme-theoretically-dense
morphisms-lemma-chevalley	054J	morphisms	lemma-chevalley
morphisms-lemma-closed-immersion	01QO	morphisms	lemma-closed-immersion
morphisms-lemma-closed-immersion-affine	01SE	morphisms	lemma-closed-immersion-affine
morphisms-lemma-closed-immersion-finite-presentation	01TV	morphisms	lemma-closed-immersion-finite-presentation
morphisms-lemma-closed-immersion-proper	01W5	morphisms	lemma-closed-immersion-proper
morphisms-lemma-closed-immersion-unramified	02GC	morphisms	lemma-closed-immersion-unramified
morphisms-lemma-composition-finite-presentation	01TR	morphisms	lemma-composition-finite-presentation
morphisms-lemma-composition-finite-type	01T3	morphisms	lemma-composition-finite-type
morphisms-lemma-composition-flat	01U7	morphisms	lemma-composition-flat
morphisms-lemma-composition-quasi-finite	01TL	morphisms	lemma-composition-quasi-finite
morphisms-lemma-composition-smooth	01VA	morphisms	lemma-composition-smooth
morphisms-lemma-composition-syntomic	01UH	morphisms	lemma-composition-syntomic
morphisms-lemma-composition-universal-homeomorphism	0CEV	morphisms	lemma-composition-universal-homeomorphism
morphisms-lemma-composition-unramified	02G9	morphisms	lemma-composition-unramified
morphisms-lemma-diagonal-unramified-morphism	02GE	morphisms	lemma-diagonal-unramified-morphism
morphisms-lemma-dimension-fibre-after-base-change	02FY	morphisms	lemma-dimension-fibre-after-base-change
morphisms-lemma-dimension-fibre-at-a-point	02FX	morphisms	lemma-dimension-fibre-at-a-point
morphisms-lemma-dimension-fibre-at-a-point-additive	02JS	morphisms	lemma-dimension-fibre-at-a-point-additive
morphisms-lemma-dimension-fibre-specialization	06RU	morphisms	lemma-dimension-fibre-specialization
morphisms-lemma-dimension-formula	02JU	morphisms	lemma-dimension-formula
morphisms-lemma-dimension-formula-general	0BAE	morphisms	lemma-dimension-formula-general
morphisms-lemma-etale-flat	02GS	morphisms	lemma-etale-flat
morphisms-lemma-etale-locally-finite-presentation	02GR	morphisms	lemma-etale-locally-finite-presentation
morphisms-lemma-etale-locally-quasi-finite	03WS	morphisms	lemma-etale-locally-quasi-finite
morphisms-lemma-etale-over-field	02GL	morphisms	lemma-etale-over-field
morphisms-lemma-etale-smooth-unramified	02GK	morphisms	lemma-etale-smooth-unramified
morphisms-lemma-etale-universally-bounded	03WU	morphisms	lemma-etale-universally-bounded
morphisms-lemma-finite-fibre	02NG	morphisms	lemma-finite-fibre
morphisms-lemma-finite-flat	02KB	morphisms	lemma-finite-flat
morphisms-lemma-finite-integral	01WJ	morphisms	lemma-finite-integral
morphisms-lemma-finite-monomorphism-closed	03BB	morphisms	lemma-finite-monomorphism-closed
morphisms-lemma-finite-presentation-finite-type	01TW	morphisms	lemma-finite-presentation-finite-type
morphisms-lemma-finite-presentation-permanence	02FV	morphisms	lemma-finite-presentation-permanence
morphisms-lemma-finite-proper	01WN	morphisms	lemma-finite-proper
morphisms-lemma-finite-quasi-finite	02NU	morphisms	lemma-finite-quasi-finite
morphisms-lemma-finite-type-nagata	035A	morphisms	lemma-finite-type-nagata
morphisms-lemma-finite-type-noetherian	01T6	morphisms	lemma-finite-type-noetherian
morphisms-lemma-finite-type-points-morphism	02J3	morphisms	lemma-finite-type-points-morphism
morphisms-lemma-finite-union-finite	0CYI	morphisms	lemma-finite-union-finite
morphisms-lemma-flat-base-change-scheme-theoretic-image	081I	morphisms	lemma-flat-base-change-scheme-theoretic-image
morphisms-lemma-flat-morphism-scheme-theoretically-dense-open	081H	morphisms	lemma-flat-morphism-scheme-theoretically-dense-open
morphisms-lemma-flat-pullback-support	07T9	morphisms	lemma-flat-pullback-support
morphisms-lemma-flat-unramified-etale	02GV	morphisms	lemma-flat-unramified-etale
morphisms-lemma-fppf-open	01UA	morphisms	lemma-fppf-open
morphisms-lemma-fpqc-quotient-topology	02JY	morphisms	lemma-fpqc-quotient-topology
morphisms-lemma-generalizations-lift-flat	03HV	morphisms	lemma-generalizations-lift-flat
morphisms-lemma-identify-finite-type-points	02J2	morphisms	lemma-identify-finite-type-points
morphisms-lemma-immersion-locally-finite-type	01T5	morphisms	lemma-immersion-locally-finite-type
morphisms-lemma-immersion-locally-quasi-finite	01TN	morphisms	lemma-immersion-locally-quasi-finite
morphisms-lemma-integral-closure	035F	morphisms	lemma-integral-closure
morphisms-lemma-integral-universally-closed	01WM	morphisms	lemma-integral-universally-closed
morphisms-lemma-inverse-image-constructible	054I	morphisms	lemma-inverse-image-constructible
morphisms-lemma-jacobson-finite-type-points	01TB	morphisms	lemma-jacobson-finite-type-points
morphisms-lemma-locally-quasi-finite-fibres	06RT	morphisms	lemma-locally-quasi-finite-fibres
morphisms-lemma-locally-quasi-finite-qc-source-universally-bounded	03JA	morphisms	lemma-locally-quasi-finite-qc-source-universally-bounded
morphisms-lemma-locally-quasi-finite-rel-dimension-0	0397	morphisms	lemma-locally-quasi-finite-rel-dimension-0
morphisms-lemma-nagata-normalization	035S	morphisms	lemma-nagata-normalization
morphisms-lemma-nagata-normalization-finite	03GR	morphisms	lemma-nagata-normalization-finite
morphisms-lemma-noetherian-finite-type-finite-presentation	01TX	morphisms	lemma-noetherian-finite-type-finite-presentation
morphisms-lemma-normalization-normal	035Q	morphisms	lemma-normalization-normal
morphisms-lemma-normalization-reduced	035O	morphisms	lemma-normalization-reduced
morphisms-lemma-open-immersion-locally-finite-presentation	01TT	morphisms	lemma-open-immersion-locally-finite-presentation
morphisms-lemma-open-immersion-unramified	02GB	morphisms	lemma-open-immersion-unramified
morphisms-lemma-openness-bounded-dimension-fibres	02FZ	morphisms	lemma-openness-bounded-dimension-fibres
morphisms-lemma-openness-bounded-dimension-fibres-finite-presentation	02G0	morphisms	lemma-openness-bounded-dimension-fibres-finite-presentation
morphisms-lemma-permanence-finite-type	01T8	morphisms	lemma-permanence-finite-type
morphisms-lemma-permanence-quasi-finite	03WR	morphisms	lemma-permanence-quasi-finite
morphisms-lemma-pf-flat-module-open	0CVT	morphisms	lemma-pf-flat-module-open
morphisms-lemma-quasi-affine-separated	01SL	morphisms	lemma-quasi-affine-separated
morphisms-lemma-quasi-compact-immersion	01RG	morphisms	lemma-quasi-compact-immersion
morphisms-lemma-quasi-finite-at-a-finite-number-of-points	0AAY	morphisms	lemma-quasi-finite-at-a-finite-number-of-points
morphisms-lemma-quasi-finite-at-point-characterize	01TH	morphisms	lemma-quasi-finite-at-point-characterize
morphisms-lemma-quasi-finite-locally-quasi-compact	01TJ	morphisms	lemma-quasi-finite-locally-quasi-compact
morphisms-lemma-quasi-finite-points-open	01TI	morphisms	lemma-quasi-finite-points-open
morphisms-lemma-reach-points-scheme-theoretic-image	02JQ	morphisms	lemma-reach-points-scheme-theoretic-image
morphisms-lemma-rel-dimension-dimension	0AFE	morphisms	lemma-rel-dimension-dimension
morphisms-lemma-residue-field-quasi-finite	01TG	morphisms	lemma-residue-field-quasi-finite
morphisms-lemma-scheme-over-field-universally-open	0383	morphisms	lemma-scheme-over-field-universally-open
morphisms-lemma-scheme-theoretic-image	01R6	morphisms	lemma-scheme-theoretic-image
morphisms-lemma-scheme-theoretic-intersection	0C4I	morphisms	lemma-scheme-theoretic-intersection
morphisms-lemma-scheme-theoretic-support	05JU	morphisms	lemma-scheme-theoretic-support
morphisms-lemma-scheme-theoretic-union	0C4J	morphisms	lemma-scheme-theoretic-union
morphisms-lemma-set-points-where-fibres-smooth	02V4	morphisms	lemma-set-points-where-fibres-smooth
morphisms-lemma-set-points-where-fibres-unramified	0475	morphisms	lemma-set-points-where-fibres-unramified
morphisms-lemma-smooth-locally-finite-presentation	01VE	morphisms	lemma-smooth-locally-finite-presentation
morphisms-lemma-smooth-syntomic	01VD	morphisms	lemma-smooth-syntomic
morphisms-lemma-smoothness-dimension	0AFF	morphisms	lemma-smoothness-dimension
morphisms-lemma-support-finite-type	056J	morphisms	lemma-support-finite-type
morphisms-lemma-syntomic-flat	01UL	morphisms	lemma-syntomic-flat
morphisms-lemma-syntomic-locally-finite-presentation	01UK	morphisms	lemma-syntomic-locally-finite-presentation
morphisms-lemma-ubiquity-nagata	035B	morphisms	lemma-ubiquity-nagata
morphisms-lemma-universal-homeomorphism	04DF	morphisms	lemma-universal-homeomorphism
morphisms-lemma-universally-closed-quasi-compact	04XU	morphisms	lemma-universally-closed-quasi-compact
morphisms-lemma-universally-injective	01S4	morphisms	lemma-universally-injective
morphisms-lemma-universally-injective-separated	05VE	morphisms	lemma-universally-injective-separated
morphisms-lemma-unramified-locally-finite-type	02GD	morphisms	lemma-unramified-locally-finite-type
morphisms-lemma-unramified-permanence	02GG	morphisms	lemma-unramified-permanence
morphisms-lemma-unramified-quasi-finite	02V5	morphisms	lemma-unramified-quasi-finite
morphisms-proposition-generic-flatness-reduced	052B	morphisms	proposition-generic-flatness-reduced
morphisms-section-closed-immersions	01QN	morphisms	section-closed-immersions
morphisms-section-closed-immersions-quasi-coherent	01QX	morphisms	section-closed-immersions-quasi-coherent
morphisms-section-dimension-fibres	02FW	morphisms	section-dimension-fibres
morphisms-section-etale	02GH	morphisms	section-etale
morphisms-section-generic-flatness	0529	morphisms	section-generic-flatness
morphisms-section-normalization	035E	morphisms	section-normalization
morphisms-section-normalization-X-in-Y	0BAK	morphisms	section-normalization-X-in-Y
morphisms-section-rational-maps	01RR	morphisms	section-rational-maps
morphisms-section-scheme-theoretic-closure	01RA	morphisms	section-scheme-theoretic-closure
properties-lemma-generic-point	0BA9	properties	lemma-generic-point
schemes-definition-preserved-by-base-change	01JZ	schemes	definition-preserved-by-base-change
schemes-definition-valuative-criterion	01KD	schemes	definition-valuative-criterion
schemes-example-global-sections	01JH	schemes	example-global-sections
schemes-lemma-characterize-closed-subspace	01HP	schemes	lemma-characterize-closed-subspace
schemes-lemma-closed-immersion-quasi-compact	01K7	schemes	lemma-closed-immersion-quasi-compact
schemes-lemma-diagonal-immersion	01KJ	schemes	lemma-diagonal-immersion
schemes-lemma-immersion-when-closed	01IQ	schemes	lemma-immersion-when-closed
schemes-lemma-immersions-monomorphisms	01L7	schemes	lemma-immersions-monomorphisms
schemes-lemma-mono-towards-spec-field	03DP	schemes	lemma-mono-towards-spec-field
schemes-lemma-monomorphism-separated	01L4	schemes	lemma-monomorphism-separated
schemes-lemma-scheme-finite-discrete-affine	02O0	schemes	lemma-scheme-finite-discrete-affine
schemes-section-points	01J5	schemes	section-points
schemes-section-quasi-compact	01K2	schemes	section-quasi-compact
sets-equation-bound	046U	sets	equation-bound
sets-lemma-construct-category	000J	sets	lemma-construct-category
sets-section-cardinals	000D	sets	section-cardinals
sets-section-categories-schemes	000H	sets	section-categories-schemes
sites-lemma-exactness-properties	04D6	sites	lemma-exactness-properties
sites-modules-lemma-check-flat-stalks	05VC	sites-modules	lemma-check-flat-stalks
sites-modules-lemma-local-final-object	03DN	sites-modules	lemma-local-final-object
spaces-cohomology-section-higher-direct-image	071Y	spaces-cohomology	section-higher-direct-image
spaces-cohomology-section-Noetherian-valuative-criterion	0ARI	spaces-cohomology	section-Noetherian-valuative-criterion
spaces-definition-separated	02X5	spaces	definition-separated
spaces-example-affine-line-involution	02Z1	spaces	example-affine-line-involution
spaces-example-affine-line-translation	02Z7	spaces	example-affine-line-translation
spaces-example-non-representable-descent	03FN	spaces	example-non-representable-descent
spaces-lemma-base-change-immersions	02YW	spaces	lemma-base-change-immersions
spaces-lemma-base-change-representable-transformations-property	02WL	spaces	lemma-base-change-representable-transformations-property
spaces-lemma-composition-immersions	02YV	spaces	lemma-composition-immersions
spaces-lemma-composition-representable-transformations-property	02WK	spaces	lemma-composition-representable-transformations-property
spaces-lemma-descent-representable-transformations-property	03KD	spaces	lemma-descent-representable-transformations-property
spaces-lemma-fibre-product-spaces	02X2	spaces	lemma-fibre-product-spaces
spaces-lemma-finding-opens	02WU	spaces	lemma-finding-opens
spaces-lemma-lift-morphism-presentations	02X1	spaces	lemma-lift-morphism-presentations
spaces-lemma-morphism-schemes-gives-representable-transformation-property	02WJ	spaces	lemma-morphism-schemes-gives-representable-transformation-property
spaces-lemma-morphism-sheaves-with-P-effective-descent-etale	03I2	spaces	lemma-morphism-sheaves-with-P-effective-descent-etale
spaces-lemma-product-representable-transformations-property	02WM	spaces	lemma-product-representable-transformations-property
spaces-lemma-properties-diagonal	02X4	spaces	lemma-properties-diagonal
spaces-lemma-representable-morphisms-spaces-property	02WZ	spaces	lemma-representable-morphisms-spaces-property
spaces-lemma-representable-transformations-property-implication	02YO	spaces	lemma-representable-transformations-property-implication
spaces-lemma-space-presentation	0262	spaces	lemma-space-presentation
spaces-lemma-surjective-flat-locally-finite-presentation	05VM	spaces	lemma-surjective-flat-locally-finite-presentation
spaces-limits-section-Noetherian-valuative-criterion	0CMB	spaces-limits	section-Noetherian-valuative-criterion
spaces-limits-section-refined-valuative-criteria	0H1Z	spaces-limits	section-refined-valuative-criteria
spaces-more-morphisms-lemma-quasi-finite-separated-quasi-affine	082J	spaces-more-morphisms	lemma-quasi-finite-separated-quasi-affine
spaces-more-morphisms-section-monomorphisms	0B89	spaces-more-morphisms	section-monomorphisms
spaces-more-morphisms-section-structure-quasi-finite	05W7	spaces-more-morphisms	section-structure-quasi-finite
spaces-over-fields-section-integral-spaces	0AD3	spaces-over-fields	section-integral-spaces
spaces-properties-definition-dimension-at-point	04N5	spaces-properties	definition-dimension-at-point
spaces-properties-definition-dimension-local-ring	04NA	spaces-properties	definition-dimension-local-ring
spaces-properties-definition-etale	03FR	spaces-properties	definition-etale
spaces-properties-definition-geometric-point	0486	spaces-properties	definition-geometric-point
spaces-properties-definition-locally-constructible	0ECU	spaces-properties	definition-locally-constructible
spaces-properties-definition-noetherian	03EA	spaces-properties	definition-noetherian
spaces-properties-definition-quasi-compact	03E3	spaces-properties	definition-quasi-compact
spaces-properties-definition-reduced-induced-space	047X	spaces-properties	definition-reduced-induced-space
spaces-properties-definition-separated	03BS	spaces-properties	definition-separated
spaces-properties-definition-stalk	04JY	spaces-properties	definition-stalk
spaces-properties-lemma-base-change-etale	03FU	spaces-properties	lemma-base-change-etale
spaces-properties-lemma-characterize-quasi-coherent	03M0	spaces-properties	lemma-characterize-quasi-coherent
spaces-properties-lemma-characterize-surjective	03H5	spaces-properties	lemma-characterize-surjective
spaces-properties-lemma-codimension-0-points	0BAQ	spaces-properties	lemma-codimension-0-points
spaces-properties-lemma-composition-etale	03FT	spaces-properties	lemma-composition-etale
spaces-properties-lemma-cover-by-union-affines	03FX	spaces-properties	lemma-cover-by-union-affines
spaces-properties-lemma-describe-etale-local-ring	04KF	spaces-properties	lemma-describe-etale-local-ring
spaces-properties-lemma-dimension	0BAN	spaces-properties	lemma-dimension
spaces-properties-lemma-etale-image-open	06NF	spaces-properties	lemma-etale-image-open
spaces-properties-lemma-etale-local	03FS	spaces-properties	lemma-etale-local
spaces-properties-lemma-etale-open	03IR	spaces-properties	lemma-etale-open
spaces-properties-lemma-etale-permanence	03FV	spaces-properties	lemma-etale-permanence
spaces-properties-lemma-geometric-lift-to-usual	05VN	spaces-properties	lemma-geometric-lift-to-usual
spaces-properties-lemma-map-into-reduction	03JJ	spaces-properties	lemma-map-into-reduction
spaces-properties-lemma-open-subspaces	03BZ	spaces-properties	lemma-open-subspaces
spaces-properties-lemma-points-cartesian	03H4	spaces-properties	lemma-points-cartesian
spaces-properties-lemma-properties-quasi-coherent	03M1	spaces-properties	lemma-properties-quasi-coherent
spaces-properties-lemma-pullback-quasi-coherent	03GA	spaces-properties	lemma-pullback-quasi-coherent
spaces-properties-lemma-pushforward-etale-base-change	03LR	spaces-properties	lemma-pushforward-etale-base-change
spaces-properties-lemma-pushforward-etale-base-change-modules	03LX	spaces-properties	lemma-pushforward-etale-base-change-modules
spaces-properties-lemma-quasi-compact-affine-cover	03H6	spaces-properties	lemma-quasi-compact-affine-cover
spaces-properties-lemma-quasi-compact-space	03E4	spaces-properties	lemma-quasi-compact-space
spaces-properties-lemma-reduced-closed-subspace	03IQ	spaces-properties	lemma-reduced-closed-subspace
spaces-properties-lemma-space-locally-quasi-compact	04NN	spaces-properties	lemma-space-locally-quasi-compact
spaces-properties-lemma-stalk-pullback	04K2	spaces-properties	lemma-stalk-pullback
spaces-properties-lemma-stalk-pullback-quasi-coherent	05VQ	spaces-properties	lemma-stalk-pullback-quasi-coherent
spaces-properties-lemma-stalk-quasi-coherent	05VP	spaces-properties	lemma-stalk-quasi-coherent
spaces-properties-lemma-subscheme	03JH	spaces-properties	lemma-subscheme
spaces-properties-lemma-subspace-induced-topology	0ABJ	spaces-properties	lemma-subspace-induced-topology
spaces-properties-lemma-subspaces-presentation	07TW	spaces-properties	lemma-subspaces-presentation
spaces-properties-lemma-type-property	03E8	spaces-properties	lemma-type-property
spaces-properties-lemma-union-of-quasi-compact	03FY	spaces-properties	lemma-union-of-quasi-compact
spaces-properties-proposition-locally-quasi-separated-open-dense-scheme	06NH	spaces-properties	proposition-locally-quasi-separated-open-dense-scheme
spaces-properties-proposition-quasi-coherent	03M3	spaces-properties	proposition-quasi-coherent
spaces-properties-proposition-sheaf-fpqc	0APL	spaces-properties	proposition-sheaf-fpqc
spaces-properties-remark-explain-equivalence	03H7	spaces-properties	remark-explain-equivalence
spaces-properties-remark-list-properties-local-etale-topology	03E7	spaces-properties	remark-list-properties-local-etale-topology
spaces-properties-section-constructible	0ECS	spaces-properties	section-constructible
spaces-properties-section-points	03BT	spaces-properties	section-points
spaces-properties-section-properties-modules	05VR	spaces-properties	section-properties-modules
spaces-properties-section-quasi-coherent	03G5	spaces-properties	section-quasi-coherent
spaces-properties-section-support	04K7	spaces-properties	section-support
spaces-properties-section-types-properties	03E5	spaces-properties	section-types-properties
spaces-properties-theorem-exactness-stalks	04K5	spaces-properties	theorem-exactness-stalks
spaces-remark-list-properties-stable-base-change	02WF	spaces	remark-list-properties-stable-base-change
spaces-remark-list-properties-stable-composition	02WG	spaces	remark-list-properties-stable-composition
spaces-section-lists	02WE	spaces	section-lists
spaces-section-presentations	0261	spaces	section-presentations
spaces-section-representable-properties	02WI	spaces	section-representable-properties
spaces-section-Zariski	02YT	spaces	section-Zariski
spaces-theorem-presentation	02WW	spaces	theorem-presentation
topologies-definition-big-fppf-site	021R	topologies	definition-big-fppf-site
topology-definition-quasi-compact	005A	topology	definition-quasi-compact
topology-definition-submersive	0406	topology	definition-submersive
topology-lemma-image-quasi-compact	04Z9	topology	lemma-image-quasi-compact
topology-lemma-surjective-continuous-irreducible-components	0GM2	topology	lemma-surjective-continuous-irreducible-components
varieties-lemma-locally-finite-type-Jacobson	0478	varieties	lemma-locally-finite-type-Jacobson
