full_label	tag	aux_document	local_label
descent-lemma-descending-property-universally-open	02KT	descent	lemma-descending-property-universally-open
descent-lemma-descending-property-universally-submersive	0CEW	descent	lemma-descending-property-universally-submersive
descent-lemma-descending-property-unramified	02VM	descent	lemma-descending-property-unramified
descent-lemma-descent-data-sheaves	02W5	descent	lemma-descent-data-sheaves
descent-lemma-fpqc-universal-effective-epimorphisms	023Q	descent	lemma-fpqc-universal-effective-epimorphisms
descent-lemma-open-fpqc-covering	03N0	descent	lemma-open-fpqc-covering
examples-lemma-non-effective-descent-projective	08KF	examples	lemma-non-effective-descent-projective
groupoids-definition-equivalence-relation	022P	groupoids	definition-equivalence-relation
groupoids-definition-free-action	07S1	groupoids	definition-free-action
groupoids-definition-quotient-sheaf	02VG	groupoids	definition-quotient-sheaf
groupoids-definition-restrict-relation	02V9	groupoids	definition-restrict-relation
groupoids-lemma-constructing-invariant-opens	03LO	groupoids	lemma-constructing-invariant-opens
groupoids-lemma-quotient-groupoid-restrict	02VH	groupoids	lemma-quotient-groupoid-restrict
groupoids-lemma-quotient-pre-equivalence-relation-restrict	045Z	groupoids	lemma-quotient-pre-equivalence-relation-restrict
groupoids-lemma-restrict-groupoid	02VB	groupoids	lemma-restrict-groupoid
groupoids-lemma-restrict-relation	02V8	groupoids	lemma-restrict-relation
groupoids-section-quotient-sheaves	02VE	groupoids	section-quotient-sheaves
more-morphisms-lemma-quasi-finite-separated-quasi-affine	02LR	more-morphisms	lemma-quasi-finite-separated-quasi-affine
more-morphisms-lemma-separated-locally-quasi-finite-morphisms-fppf-descend	02W8	more-morphisms	lemma-separated-locally-quasi-finite-morphisms-fppf-descend
morphisms-definition-open	01U0	morphisms	definition-open
morphisms-lemma-algebraic-residue-field-extension-closed-point-fibre	01TE	morphisms	lemma-algebraic-residue-field-extension-closed-point-fibre
morphisms-lemma-base-change-affine	01SD	morphisms	lemma-base-change-affine
morphisms-lemma-base-change-etale	02GO	morphisms	lemma-base-change-etale
morphisms-lemma-base-change-finite	01WL	morphisms	lemma-base-change-finite
morphisms-lemma-base-change-finite-locally-free	02KD	morphisms	lemma-base-change-finite-locally-free
morphisms-lemma-base-change-finite-presentation	01TS	morphisms	lemma-base-change-finite-presentation
morphisms-lemma-base-change-finite-type	01T4	morphisms	lemma-base-change-finite-type
morphisms-lemma-base-change-flat	01U9	morphisms	lemma-base-change-flat
morphisms-lemma-base-change-projective	02V6	morphisms	lemma-base-change-projective
morphisms-lemma-base-change-proper	01W4	morphisms	lemma-base-change-proper
morphisms-lemma-base-change-quasi-affine	01SO	morphisms	lemma-base-change-quasi-affine
morphisms-lemma-base-change-quasi-finite	01TM	morphisms	lemma-base-change-quasi-finite
morphisms-lemma-base-change-relative-dimension-d	02NK	morphisms	lemma-base-change-relative-dimension-d
morphisms-lemma-base-change-smooth	01VB	morphisms	lemma-base-change-smooth
morphisms-lemma-base-change-surjective	01S1	morphisms	lemma-base-change-surjective
morphisms-lemma-base-change-syntomic	01UI	morphisms	lemma-base-change-syntomic
morphisms-lemma-base-change-universal-homeomorphism	0CEU	morphisms	lemma-base-change-universal-homeomorphism
morphisms-lemma-base-change-universally-submersive	0CES	morphisms	lemma-base-change-universally-submersive
morphisms-lemma-base-change-unramified	02GA	morphisms	lemma-base-change-unramified
morphisms-lemma-composition-affine	01SC	morphisms	lemma-composition-affine
morphisms-lemma-composition-etale	02GN	morphisms	lemma-composition-etale
morphisms-lemma-composition-finite	01WK	morphisms	lemma-composition-finite
morphisms-lemma-composition-finite-locally-free	02KC	morphisms	lemma-composition-finite-locally-free
morphisms-lemma-composition-finite-presentation	01TR	morphisms	lemma-composition-finite-presentation
morphisms-lemma-composition-finite-type	01T3	morphisms	lemma-composition-finite-type
morphisms-lemma-composition-flat	01U7	morphisms	lemma-composition-flat
morphisms-lemma-composition-open	02V2	morphisms	lemma-composition-open
morphisms-lemma-composition-proper	01W3	morphisms	lemma-composition-proper
morphisms-lemma-composition-quasi-affine	01SN	morphisms	lemma-composition-quasi-affine
morphisms-lemma-composition-quasi-finite	01TL	morphisms	lemma-composition-quasi-finite
morphisms-lemma-composition-smooth	01VA	morphisms	lemma-composition-smooth
morphisms-lemma-composition-surjective	01S0	morphisms	lemma-composition-surjective
morphisms-lemma-composition-syntomic	01UH	morphisms	lemma-composition-syntomic
morphisms-lemma-composition-universal-homeomorphism	0CEV	morphisms	lemma-composition-universal-homeomorphism
morphisms-lemma-composition-universally-injective	02V1	morphisms	lemma-composition-universally-injective
morphisms-lemma-composition-universally-submersive	0CET	morphisms	lemma-composition-universally-submersive
morphisms-lemma-composition-unramified	02G9	morphisms	lemma-composition-unramified
morphisms-lemma-etale-over-field	02GL	morphisms	lemma-etale-over-field
morphisms-lemma-finite-fibre	02NG	morphisms	lemma-finite-fibre
morphisms-lemma-flat-unramified-etale	02GV	morphisms	lemma-flat-unramified-etale
morphisms-lemma-fppf-open	01UA	morphisms	lemma-fppf-open
morphisms-lemma-H-projective-base-change	01WF	morphisms	lemma-H-projective-base-change
morphisms-lemma-H-projective-composition	01WE	morphisms	lemma-H-projective-composition
morphisms-lemma-open-immersion-etale	02GP	morphisms	lemma-open-immersion-etale
morphisms-lemma-permanence-finite-type	01T8	morphisms	lemma-permanence-finite-type
morphisms-lemma-universally-injective	01S4	morphisms	lemma-universally-injective
morphisms-lemma-unramified-quasi-finite	02V5	morphisms	lemma-unramified-quasi-finite
schemes-definition-preserved-by-base-change	01JZ	schemes	definition-preserved-by-base-change
schemes-definition-universally-closed	01KB	schemes	definition-universally-closed
schemes-example-affine-space-zero-doubled	01JD	schemes	example-affine-space-zero-doubled
schemes-lemma-base-change-immersion	01JY	schemes	lemma-base-change-immersion
schemes-lemma-base-change-monomorphism	02YC	schemes	lemma-base-change-monomorphism
schemes-lemma-composition-immersion	02V0	schemes	lemma-composition-immersion
schemes-lemma-composition-monomorphism	01L5	schemes	lemma-composition-monomorphism
schemes-lemma-composition-quasi-compact	01K6	schemes	lemma-composition-quasi-compact
schemes-lemma-glue-functors	01JJ	schemes	lemma-glue-functors
schemes-lemma-immersions-monomorphisms	01L7	schemes	lemma-immersions-monomorphisms
schemes-lemma-monomorphism-separated	01L4	schemes	lemma-monomorphism-separated
schemes-lemma-quasi-compact-preserved-base-change	01K5	schemes	lemma-quasi-compact-preserved-base-change
schemes-lemma-separated-permanence	01KU	schemes	lemma-separated-permanence
schemes-section-immersions	01IM	schemes	section-immersions
schemes-section-points	01J5	schemes	section-points
sets-equation-bound	046U	sets	equation-bound
sets-lemma-bound-by-covering	0AHK	sets	lemma-bound-by-covering
sets-lemma-bound-finite-type	04T7	sets	lemma-bound-finite-type
sets-lemma-bound-fppf-covering	0AHL	sets	lemma-bound-fppf-covering
sets-lemma-bound-size	000Q	sets	lemma-bound-size
sets-section-categories-schemes	000H	sets	section-categories-schemes
sites-definition-presheaves-injective-surjective	00V6	sites	definition-presheaves-injective-surjective
sites-definition-sheaves-injective-surjective	00WM	sites	definition-sheaves-injective-surjective
sites-example-site-topological	00VJ	sites	example-site-topological
sites-lemma-bigger-site	00XU	sites	lemma-bigger-site
sites-lemma-coequalizer-surjection	086K	sites	lemma-coequalizer-surjection
sites-lemma-colimit-sheaves	00WI	sites	lemma-colimit-sheaves
sites-lemma-describe-j-shriek-good-site	03HT	sites	lemma-describe-j-shriek-good-site
sites-lemma-describe-j-shriek-representable	03HU	sites	lemma-describe-j-shriek-representable
sites-lemma-essential-image-j-shriek	00Y1	sites	lemma-essential-image-j-shriek
sites-lemma-j-shriek-commutes-equalizers-fibre-products	04BB	sites	lemma-j-shriek-commutes-equalizers-fibre-products
sites-lemma-localize-given-products	03CE	sites	lemma-localize-given-products
sites-lemma-relocalize	03EH	sites	lemma-relocalize
sites-section-localize	00XZ	sites	section-localize
spaces-morphisms-section-separation-axioms	03HJ	spaces-morphisms	section-separation-axioms
spaces-properties-definition-etale	03FR	spaces-properties	definition-etale
spaces-properties-section-points	03BT	spaces-properties	section-points
spaces-properties-section-separation	03BR	spaces-properties	section-separation
topologies-definition-big-fppf-site	021R	topologies	definition-big-fppf-site
topologies-definition-big-small-fppf	021S	topologies	definition-big-small-fppf
topologies-lemma-change-alpha	022K	topologies	lemma-change-alpha
topologies-lemma-fibre-products-fppf	021U	topologies	lemma-fibre-products-fppf
topologies-section-change-alpha	022I	topologies	section-change-alpha
