full_label	tag	aux_document	local_label
algebra-example-localize-at-prime	02C5	algebra	example-localize-at-prime
algebra-lemma-ass-weakly-ass	058A	algebra	lemma-ass-weakly-ass
algebra-lemma-characterize-henselian	04GG	algebra	lemma-characterize-henselian
algebra-lemma-characterize-smooth-over-field	00TT	algebra	lemma-characterize-smooth-over-field
algebra-lemma-characterize-valuation-ring	090Q	algebra	lemma-characterize-valuation-ring
algebra-lemma-descent-Noetherian	033E	algebra	lemma-descent-Noetherian
algebra-lemma-extension	0519	algebra	lemma-extension
algebra-lemma-grothendieck-general	046Z	algebra	lemma-grothendieck-general
algebra-lemma-local-dimension-zero-henselian	06RS	algebra	lemma-local-dimension-zero-henselian
algebra-lemma-make-valuation-rings	088Y	algebra	lemma-make-valuation-rings
algebra-lemma-mop-up	04GJ	algebra	lemma-mop-up
algebra-lemma-NAK	00DV	algebra	lemma-NAK
algebra-lemma-total-ring-fractions-no-embedded-points	02LX	algebra	lemma-total-ring-fractions-no-embedded-points
algebra-lemma-weakly-ass	0548	algebra	lemma-weakly-ass
algebra-lemma-weakly-ass-zero	0588	algebra	lemma-weakly-ass-zero
algebra-lemma-weakly-ass-zero-divisors	05C3	algebra	lemma-weakly-ass-zero-divisors
coherent-lemma-coherent-proper-ample	0B5T	coherent	lemma-coherent-proper-ample
coherent-lemma-graded-finiteness	0897	coherent	lemma-graded-finiteness
coherent-lemma-homs-over-open	01YB	coherent	lemma-homs-over-open
coherent-section-ample-cohomology	01XO	coherent	section-ample-cohomology
coherent-section-applications-formal-functions	02OF	coherent	section-applications-formal-functions
constructions-definition-relative-proj	01O0	constructions	definition-relative-proj
constructions-lemma-apply-relative	01O4	constructions	lemma-apply-relative
constructions-lemma-equivalent-relative	01NW	constructions	lemma-equivalent-relative
constructions-lemma-eventual-iso-graded-rings-map-relative-proj	07ZJ	constructions	lemma-eventual-iso-graded-rings-map-relative-proj
constructions-lemma-glue-relative-proj-twists	01NR	constructions	lemma-glue-relative-proj-twists
constructions-lemma-glueing-gives-functor-proj	01NZ	constructions	lemma-glueing-gives-functor-proj
constructions-lemma-invertible-map-into-relative-proj	01O9	constructions	lemma-invertible-map-into-relative-proj
constructions-lemma-morphism-relative-proj	07ZG	constructions	lemma-morphism-relative-proj
constructions-lemma-proj-base-change	01NT	constructions	lemma-proj-base-change
constructions-lemma-relative-proj	01NY	constructions	lemma-relative-proj
constructions-lemma-relative-proj-base-change	01O3	constructions	lemma-relative-proj-base-change
constructions-lemma-relative-proj-separated	01O2	constructions	lemma-relative-proj-separated
constructions-lemma-surjective-generated-degree-1-map-relative-proj	07ZK	constructions	lemma-surjective-generated-degree-1-map-relative-proj
constructions-lemma-surjective-graded-rings-map-relative-proj	07ZI	constructions	lemma-surjective-graded-rings-map-relative-proj
constructions-section-functoriality-relative-proj	07ZF	constructions	section-functoriality-relative-proj
constructions-section-projective-space	01ND	constructions	section-projective-space
constructions-section-relative-proj	01NS	constructions	section-relative-proj
decent-spaces-lemma-decent-generic-points	0ABV	decent-spaces	lemma-decent-generic-points
decent-spaces-lemma-decent-no-specializations-map-to-same-point	03K5	decent-spaces	lemma-decent-no-specializations-map-to-same-point
decent-spaces-lemma-get-reasonable	0BB8	decent-spaces	lemma-get-reasonable
decent-spaces-lemma-locally-separated-decent	088J	decent-spaces	lemma-locally-separated-decent
decent-spaces-section-reasonable-decent	03I7	decent-spaces	section-reasonable-decent
decent-spaces-theorem-decent-open-dense-scheme	086U	decent-spaces	theorem-decent-open-dense-scheme
divisors-lemma-ass-functorial-equal	05EY	divisors	lemma-ass-functorial-equal
divisors-lemma-ass-weakly-ass	05AR	divisors	lemma-ass-weakly-ass
divisors-lemma-base-change-fitting-ideal	0C3D	divisors	lemma-base-change-fitting-ideal
divisors-lemma-base-change-relative-assassin	05DC	divisors	lemma-base-change-relative-assassin
divisors-lemma-blow-up-and-irreducible-components	0BFM	divisors	lemma-blow-up-and-irreducible-components
divisors-lemma-blow-up-reduced-scheme	0808	divisors	lemma-blow-up-reduced-scheme
divisors-lemma-blowing-up-affine	0804	divisors	lemma-blowing-up-affine
divisors-lemma-blowing-up-gives-effective-Cartier-divisor	02OS	divisors	lemma-blowing-up-gives-effective-Cartier-divisor
divisors-lemma-blowing-up-projective	02NS	divisors	lemma-blowing-up-projective
divisors-lemma-bourbaki	05DB	divisors	lemma-bourbaki
divisors-lemma-characterize-effective-Cartier-divisor	01WS	divisors	lemma-characterize-effective-Cartier-divisor
divisors-lemma-closed-subscheme-proj	0801	divisors	lemma-closed-subscheme-proj
divisors-lemma-closed-subscheme-proj-finite	0802	divisors	lemma-closed-subscheme-proj-finite
divisors-lemma-closed-subscheme-proj-finite-type	0803	divisors	lemma-closed-subscheme-proj-finite-type
divisors-lemma-complement-effective-Cartier-divisor	07ZU	divisors	lemma-complement-effective-Cartier-divisor
divisors-lemma-complement-locally-principal-closed-subscheme	07ZT	divisors	lemma-complement-locally-principal-closed-subscheme
divisors-lemma-complement-open-affine-effective-cartier-divisor	0BCW	divisors	lemma-complement-open-affine-effective-cartier-divisor
divisors-lemma-conormal-sheaf-section-projective-bundle	0B3V	divisors	lemma-conormal-sheaf-section-projective-bundle
divisors-lemma-effective-Cartier-divisor-Sk	0B3R	divisors	lemma-effective-Cartier-divisor-Sk
divisors-lemma-effective-Cartier-makes-dimension-drop	056N	divisors	lemma-effective-Cartier-makes-dimension-drop
divisors-lemma-finite-ass	05AF	divisors	lemma-finite-ass
divisors-lemma-finite-presentation-module	05P9	divisors	lemma-finite-presentation-module
divisors-lemma-fitting-ideal-finite-locally-free	0C3G	divisors	lemma-fitting-ideal-finite-locally-free
divisors-lemma-fitting-ideal-generate-locally	0C3F	divisors	lemma-fitting-ideal-generate-locally
divisors-lemma-fitting-ideal-of-finitely-presented	0C3E	divisors	lemma-fitting-ideal-of-finitely-presented
divisors-lemma-locally-free-rank-r-pullback	05P8	divisors	lemma-locally-free-rank-r-pullback
divisors-lemma-meromorphic-weakass-finite	0EMF	divisors	lemma-meromorphic-weakass-finite
divisors-lemma-normal-effective-Cartier-divisor-S1	0B3S	divisors	lemma-normal-effective-Cartier-divisor-S1
divisors-lemma-on-subscheme-cut-out-by-Fit-0	0CYX	divisors	lemma-on-subscheme-cut-out-by-Fit-0
divisors-lemma-pullback-effective-Cartier-defined	02OO	divisors	lemma-pullback-effective-Cartier-defined
divisors-lemma-pullback-meromorphic-sections-defined	02OU	divisors	lemma-pullback-meromorphic-sections-defined
divisors-lemma-relative-Cartier	056Q	divisors	lemma-relative-Cartier
divisors-lemma-relative-proj-finite-type	07ZY	divisors	lemma-relative-proj-finite-type
divisors-lemma-relative-proj-quasi-compact	07ZX	divisors	lemma-relative-proj-quasi-compact
divisors-lemma-relative-proj-universally-closed	07ZZ	divisors	lemma-relative-proj-universally-closed
divisors-lemma-relative-weak-assassin-finite	0CUD	divisors	lemma-relative-weak-assassin-finite
divisors-lemma-separate-disjoint-opens-by-blowing-up	080P	divisors	lemma-separate-disjoint-opens-by-blowing-up
divisors-lemma-strict-transform	080E	divisors	lemma-strict-transform
divisors-lemma-strict-transform-affine	080G	divisors	lemma-strict-transform-affine
divisors-lemma-strict-transform-blowup-fitting-ideal	0CZP	divisors	lemma-strict-transform-blowup-fitting-ideal
divisors-lemma-strict-transform-blowup-fitting-ideal-locally-free	0CZQ	divisors	lemma-strict-transform-blowup-fitting-ideal-locally-free
divisors-lemma-strict-transform-composition-blowups	080I	divisors	lemma-strict-transform-composition-blowups
divisors-lemma-strict-transform-different-centers	080H	divisors	lemma-strict-transform-different-centers
divisors-lemma-strict-transform-flat	080F	divisors	lemma-strict-transform-flat
divisors-lemma-strict-transform-universally-injective	080W	divisors	lemma-strict-transform-universally-injective
divisors-lemma-sum-closed-subschemes-effective-Cartier	07ZV	divisors	lemma-sum-closed-subschemes-effective-Cartier
divisors-lemma-weakass-pushforward	0AVN	divisors	lemma-weakass-pushforward
divisors-lemma-weakass-reduced	0EME	divisors	lemma-weakass-reduced
divisors-lemma-weakly-ass-change-fields	0CUC	divisors	lemma-weakly-ass-change-fields
divisors-lemma-weakly-ass-pullback	05F0	divisors	lemma-weakly-ass-pullback
divisors-lemma-weakly-ass-reverse-functorial	05EX	divisors	lemma-weakly-ass-reverse-functorial
divisors-lemma-weakly-ass-zero	05AP	divisors	lemma-weakly-ass-zero
divisors-lemma-weakly-associated-finite	05EZ	divisors	lemma-weakly-associated-finite
divisors-remark-base-change-relative-assassin	05KL	divisors	remark-base-change-relative-assassin
divisors-section-associated	02OI	divisors	section-associated
divisors-section-closed-in-relative-proj	084M	divisors	section-closed-in-relative-proj
divisors-section-fitting-ideals	0C3C	divisors	section-fitting-ideals
divisors-section-meromorphic-functions	01X1	divisors	section-meromorphic-functions
divisors-section-relative-proj	07ZW	divisors	section-relative-proj
divisors-section-strict-transform	080C	divisors	section-strict-transform
divisors-section-weakly-associated	056K	divisors	section-weakly-associated
flat-lemma-etale-weak-assassin-up-down	05FP	flat	lemma-etale-weak-assassin-up-down
flat-lemma-finite-flat-weak-assassin-up-down	05FN	flat	lemma-finite-flat-weak-assassin-up-down
flat-lemma-flat-finite-type-local-valuation-ring-has-content	0ASX	flat	lemma-flat-finite-type-local-valuation-ring-has-content
flat-lemma-weakly-associated-henselization	0CTU	flat	lemma-weakly-associated-henselization
more-algebra-definition-content-ideal	0ASA	more-algebra	definition-content-ideal
more-algebra-lemma-content-finitely-generated	0ASB	more-algebra	lemma-content-finitely-generated
more-algebra-lemma-dimension-etale-extension	07QP	more-algebra	lemma-dimension-etale-extension
more-algebra-lemma-fitting-ideal-basics	07ZA	more-algebra	lemma-fitting-ideal-basics
more-algebra-lemma-flat-finite-type-valuation-ring-finite-presentation	053E	more-algebra	lemma-flat-finite-type-valuation-ring-finite-presentation
more-algebra-lemma-picard-group-generic-fibre-regular	0DLQ	more-algebra	lemma-picard-group-generic-fibre-regular
more-algebra-lemma-valuation-ring-torsion-free-flat	0539	more-algebra	lemma-valuation-ring-torsion-free-flat
more-morphisms-lemma-relative-assassin-constructible	05KR	more-morphisms	lemma-relative-assassin-constructible
morphisms-definition-relatively-ample	01VH	morphisms	definition-relatively-ample
morphisms-lemma-ample-base-change	0893	morphisms	lemma-ample-base-change
morphisms-lemma-characterize-relatively-ample	01VJ	morphisms	lemma-characterize-relatively-ample
morphisms-lemma-etale-over-field	02GL	morphisms	lemma-etale-over-field
morphisms-lemma-finite-type-over-affine-ample-very-ample	01VT	morphisms	lemma-finite-type-over-affine-ample-very-ample
morphisms-lemma-image-proper-scheme-closed	01W6	morphisms	lemma-image-proper-scheme-closed
morphisms-lemma-locally-projective-proper	01WC	morphisms	lemma-locally-projective-proper
morphisms-lemma-pullback-ample-tensor-relatively-ample	0892	morphisms	lemma-pullback-ample-tensor-relatively-ample
morphisms-lemma-quasi-affine-O-ample	0891	morphisms	lemma-quasi-affine-O-ample
morphisms-lemma-relatively-ample-separated	01VI	morphisms	lemma-relatively-ample-separated
morphisms-section-relatively-ample	01VG	morphisms	section-relatively-ample
schemes-equation-canonical-morphism	02NA	schemes	equation-canonical-morphism
schemes-section-points	01J5	schemes	section-points
sites-modules-lemma-constructions-invertible	040A	sites-modules	lemma-constructions-invertible
sites-modules-lemma-simple-invert-module	0EMD	sites-modules	lemma-simple-invert-module
sites-modules-section-localizing-sheaves-rings	0EMB	sites-modules	section-localizing-sheaves-rings
spaces-cohomology-lemma-flat-base-change-cohomology	073K	spaces-cohomology	lemma-flat-base-change-cohomology
spaces-cohomology-lemma-i-star-equivalence	08AM	spaces-cohomology	lemma-i-star-equivalence
spaces-cohomology-lemma-ML-cohomology-powers-ideal	08AY	spaces-cohomology	lemma-ML-cohomology-powers-ideal
spaces-cohomology-lemma-Noetherian-h1-zero-invertible	0D2W	spaces-cohomology	lemma-Noetherian-h1-zero-invertible
spaces-cohomology-lemma-proper-finite-fibre-finite-in-neighbourhood	0A4W	spaces-cohomology	lemma-proper-finite-fibre-finite-in-neighbourhood
spaces-cohomology-lemma-proper-over-affine-cohomology-finite	08AS	spaces-cohomology	lemma-proper-over-affine-cohomology-finite
spaces-cohomology-lemma-relative-affine-cohomology	0D2U	spaces-cohomology	lemma-relative-affine-cohomology
spaces-cohomology-section-theorem-formal-functions	08AU	spaces-cohomology	section-theorem-formal-functions
spaces-cohomology-theorem-formal-functions	08AZ	spaces-cohomology	theorem-formal-functions
spaces-descent-lemma-ample-in-neighbourhood	0D3D	spaces-descent	lemma-ample-in-neighbourhood
spaces-lemma-representable-over-space	02WY	spaces	lemma-representable-over-space
spaces-lemma-representable-transformations-property-implication	02YO	spaces	lemma-representable-transformations-property-implication
spaces-limits-definition-subsheaf-sections-supported-on-closed	085A	spaces-limits	definition-subsheaf-sections-supported-on-closed
spaces-limits-lemma-directed-colimit-finite-type	0829	spaces-limits	lemma-directed-colimit-finite-type
spaces-limits-lemma-extend	0853	spaces-limits	lemma-extend
spaces-limits-lemma-quasi-coherent-finite-type-ideals	0855	spaces-limits	lemma-quasi-coherent-finite-type-ideals
spaces-limits-lemma-sections-supported-on-closed-subset	0859	spaces-limits	lemma-sections-supported-on-closed-subset
spaces-morphisms-definition-dimension-fibre	04NM	spaces-morphisms	definition-dimension-fibre
spaces-morphisms-definition-integral-closure	0821	spaces-morphisms	definition-integral-closure
